Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,src_Name,src_IATA,src_City,src_Country,src_Latitude,src_Longitude,dest_Name,dest_IATA,dest_City,dest_Country,dest_Latitude,dest_Longitude
AF,137,CAE,3561,ATL,3682,Y,0,CRJ M88 319 717,Columbia Metropolitan Airport,CAE,Columbia,United States,33.93880081176758,-81.11949920654297,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,CAK,4112,ATL,3682,Y,0,M88 CR9,Akron Canton Regional Airport,CAK,Akron,United States,40.916099548339844,-81.44219970703125,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,CAN,3370,CKG,3393,Y,0,319,Guangzhou Baiyun International Airport,CAN,Guangzhou,China,23.39240074157715,113.29900360107422,Chongqing Jiangbei International Airport,CKG,Chongqing,China,29.719200134277344,106.64199829101562
AF,137,CAN,3370,HGH,3386,Y,0,321 772,Guangzhou Baiyun International Airport,CAN,Guangzhou,China,23.39240074157715,113.29900360107422,Hangzhou Xiaoshan International Airport,HGH,Hangzhou,China,30.22949981689453,120.43399810791016
AF,137,CAN,3370,SHE,4144,Y,0,320,Guangzhou Baiyun International Airport,CAN,Guangzhou,China,23.39240074157715,113.29900360107422,Taoxian Airport,SHE,Shenyang,China,41.63980102539063,123.48300170898438
AF,137,CAN,3370,SIN,3316,Y,0,320,Guangzhou Baiyun International Airport,CAN,Guangzhou,China,23.39240074157715,113.29900360107422,Singapore Changi Airport,SIN,Singapore,Singapore,1.35019,103.994003
AF,137,CAN,3370,WUH,3376,Y,0,738,Guangzhou Baiyun International Airport,CAN,Guangzhou,China,23.39240074157715,113.29900360107422,Wuhan Tianhe International Airport,WUH,Wuhan,China,30.7838,114.208
AF,137,CDG,1382,AGP,1230,Y,0,738,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Málaga Airport,AGP,Malaga,Spain,36.67490005493164,-4.499110221862793
AF,137,CDG,1382,AUH,2179,Y,0,346,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Abu Dhabi International Airport,AUH,Abu Dhabi,United Arab Emirates,24.433000564575195,54.651100158691406
AF,137,CDG,1382,BEG,1739,Y,0,320,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Belgrade Nikola Tesla Airport,BEG,Belgrade,Serbia,44.8184013367,20.3090991974
AF,137,CDG,1382,CVG,3488,Y,0,76W,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Cincinnati Northern Kentucky International Airport,CVG,Cincinnati,United States,39.0488014221,-84.6678009033
AF,137,CDG,1382,EWR,3494,Y,0,76W,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Newark Liberty International Airport,EWR,Newark,United States,40.69250106811523,-74.168701171875
AF,137,CDG,1382,EXT,552,Y,0,DH4,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Exeter International Airport,EXT,Exeter,United Kingdom,50.73440170288086,-3.4138898849487305
AF,137,CDG,1382,GYD,2922,Y,0,320,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Heydar Aliyev International Airport,GYD,Baku,Azerbaijan,40.46749877929688,50.04669952392578
AF,137,CDG,1382,HAN,3199,Y,0,777,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Noi Bai International Airport,HAN,Hanoi,Vietnam,21.221200942993164,105.80699920654295
AF,137,CDG,1382,HEL,421,Y,0,E90 321 320 32B 319,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Helsinki Vantaa Airport,HEL,Helsinki,Finland,60.317199707031,24.963300704956
AF,137,CDG,1382,JED,2072,Y,0,333,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,King Abdulaziz International Airport,JED,Jeddah,Saudi Arabia,21.6796,39.156502
AF,137,CDG,1382,LUX,629,Y,0,ER4 DH4,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Luxembourg-Findel International Airport,LUX,Luxemburg,Luxembourg,49.6233333,6.204444400000002
AF,137,CDG,1382,MSP,3858,Y,0,332,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Minneapolis-St Paul International/Wold-Chamberlain Airport,MSP,Minneapolis,United States,44.882,-93.221802
AF,137,CDG,1382,NBO,4059,Y,0,763,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Jomo Kenyatta International Airport,NBO,Nairobi,Kenya,-1.31923997402,36.9277992249
AF,137,CDG,1382,PHL,3752,Y,0,752,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Philadelphia International Airport,PHL,Philadelphia,United States,39.87189865112305,-75.24109649658203
AF,137,CDG,1382,PIT,3570,Y,0,752,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Pittsburgh International Airport,PIT,Pittsburgh,United States,40.49150085,-80.23290253
AF,137,CDG,1382,RIX,3953,Y,0,733 735 73C,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Riga International Airport,RIX,Riga,Latvia,56.92359924316406,23.971099853515625
AF,137,CDG,1382,SEA,3577,Y,0,332,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Seattle Tacoma International Airport,SEA,Seattle,United States,47.449001,-122.308998
AF,137,CDG,1382,SLC,3536,Y,0,332,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Salt Lake City International Airport,SLC,Salt Lake City,United States,40.78839874267578,-111.97799682617188
AF,137,CDG,1382,TBS,3973,Y,0,735,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Tbilisi International Airport,TBS,Tbilisi,Georgia,41.6692008972,44.95470047
AF,137,CDG,1382,VLC,1246,Y,0,738,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55,Valencia Airport,VLC,Valencia,Spain,39.4893,-0.481625
AF,137,CFE,1330,AMS,580,Y,0,ER4,Clermont-Ferrand Auvergne Airport,CFE,Clermont-Ferrand,France,45.786701202399996,3.1691699028,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,52.308601,4.76389
AF,137,CGK,3275,KUL,3304,Y,0,77W,Soekarno-Hatta International Airport,CGK,Jakarta,Indonesia,-6.1255698204,106.65599823,Kuala Lumpur International Airport,KUL,Kuala Lumpur,Malaysia,2.745579957962,101.70999908446998
AF,137,CHA,3578,ATL,3682,Y,0,CRJ,Lovell Field,CHA,Chattanooga,United States,35.03530120849609,-85.20379638671875,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,CHO,4015,ATL,3682,Y,0,CRJ,Charlottesville Albemarle Airport,CHO,Charlottesville VA,United States,38.13859939575195,-78.4529037475586,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,CHS,3806,ATL,3682,Y,0,M88 73W 319,Charleston Air Force Base-International Airport,CHS,Charleston,United States,32.89860153,-80.04049683,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,CID,4043,ATL,3682,Y,0,CR9 CRJ,The Eastern Iowa Airport,CID,Cedar Rapids,United States,41.88470077514648,-91.71080017089844,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,CKG,3393,CAN,3370,Y,0,319,Chongqing Jiangbei International Airport,CKG,Chongqing,China,29.719200134277344,106.64199829101562,Guangzhou Baiyun International Airport,CAN,Guangzhou,China,23.39240074157715,113.29900360107422
AF,137,CKG,3393,LXA,4097,Y,0,319,Chongqing Jiangbei International Airport,CKG,Chongqing,China,29.719200134277344,106.64199829101562,Lhasa Gonggar Airport,LXA,Lhasa,China,29.2978000641,90.9119033813
AF,137,CLE,3486,ATL,3682,Y,0,717 M88,Cleveland Hopkins International Airport,CLE,Cleveland,United States,41.411701202399996,-81.8498001099,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,CLT,3876,ATL,3682,Y,0,M90 M88,Charlotte Douglas International Airport,CLT,Charlotte,United States,35.2140007019043,-80.94309997558594,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,CLY,1322,MRS,1353,Y,0,AT7,Calvi-Sainte-Catherine Airport,CLY,Calvi,France,42.52444439999999,8.793055599999999,Marseille Provence Airport,MRS,Marseille,France,43.439271921999996,5.22142410278
AF,137,CLY,1322,NCE,1354,Y,0,AT7,Calvi-Sainte-Catherine Airport,CLY,Calvi,France,42.52444439999999,8.793055599999999,Nice-Côte d'Azur Airport,NCE,Nice,France,43.658401489300005,7.215869903560001
AF,137,CMH,3759,ATL,3682,Y,0,M88 738 319,John Glenn Columbus International Airport,CMH,Columbus,United States,39.998001,-82.891899,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,CNX,3931,BKK,3885,Y,0,320,Chiang Mai International Airport,CNX,Chiang Mai,Thailand,18.7667999268,98.962600708,Suvarnabhumi Airport,BKK,Bangkok,Thailand,13.681099891662598,100.74700164794922
AF,137,CRW,4285,ATL,3682,Y,0,CRJ,Yeager Airport,CRW,Charleston,United States,38.37310028076172,-81.59320068359375,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,CSG,4255,ATL,3682,Y,0,CRJ,Columbus Metropolitan Airport,CSG,Columbus,United States,32.516300201416016,-84.93890380859375,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,CUN,1852,ATL,3682,Y,0,757 320 M88,Cancún International Airport,CUN,Cancun,Mexico,21.036500930800003,-86.8770980835,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,CVG,3488,ATL,3682,Y,0,M88 738 320 319,Cincinnati Northern Kentucky International Airport,CVG,Cincinnati,United States,39.0488014221,-84.6678009033,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,CVG,3488,CDG,1382,Y,0,76W,Cincinnati Northern Kentucky International Airport,CVG,Cincinnati,United States,39.0488014221,-84.6678009033,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55
AF,137,CWB,2545,BSB,2531,Y,0,73G,Afonso Pena Airport,CWB,Curitiba,Brazil,-25.5284996033,-49.175800323500006,Presidente Juscelino Kubistschek International Airport,BSB,Brasilia,Brazil,-15.86916732788086,-47.92083358764648
AF,137,CWL,488,EDI,535,Y,0,F50,Cardiff International Airport,CWL,Cardiff,United Kingdom,51.39670181274414,-3.343329906463623,Edinburgh Airport,EDI,Edinburgh,United Kingdom,55.95000076293945,-3.372499942779541
AF,137,CWL,488,GLA,534,Y,0,F50,Cardiff International Airport,CWL,Cardiff,United Kingdom,51.39670181274414,-3.343329906463623,Glasgow International Airport,GLA,Glasgow,United Kingdom,55.8718986511,-4.43306016922
AF,137,CWL,488,JER,499,Y,0,F50,Cardiff International Airport,CWL,Cardiff,United Kingdom,51.39670181274414,-3.343329906463623,Jersey Airport,JER,Jersey,Jersey,49.20790100097656,-2.195509910583496
AF,137,CWL,488,ORY,1386,Y,0,F50,Cardiff International Airport,CWL,Cardiff,United Kingdom,51.39670181274414,-3.343329906463623,Paris-Orly Airport,ORY,Paris,France,48.7233333,2.3794444
AF,137,CZM,1800,ATL,3682,Y,0,319 M88,Cozumel International Airport,CZM,Cozumel,Mexico,20.52239990234375,-86.92559814453125,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,DAB,3950,ATL,3682,Y,0,M90 M88,Daytona Beach International Airport,DAB,Daytona Beach,United States,29.179899,-81.058098,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,DAL,3502,ATL,3682,Y,0,CRJ,Dallas Love Field,DAL,Dallas,United States,32.847099,-96.851799,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,DAR,1177,AMS,580,Y,0,330,Julius Nyerere International Airport,DAR,Dar Es Salaam,Tanzania,-6.87811,39.202599,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,52.308601,4.76389
AF,137,DAY,3627,ATL,3682,Y,0,M88,James M Cox Dayton International Airport,DAY,Dayton,United States,39.90240097045898,-84.21939849853516,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,DCA,3520,ATL,3682,Y,0,738 M90 M88,Ronald Reagan Washington National Airport,DCA,Washington,United States,38.8521,-77.037697,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,DEN,3751,ATL,3682,Y,0,757 M90 738,Denver International Airport,DEN,Denver,United States,39.861698150635,-104.672996521,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,DFW,3670,ATL,3682,Y,0,M88 319,Dallas Fort Worth International Airport,DFW,Dallas-Fort Worth,United States,32.896801,-97.038002,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,DHN,3739,ATL,3682,Y,0,CRJ,Dothan Regional Airport,DHN,Dothan,United States,31.3213005065918,-85.44960021972656,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,DMM,2064,AMS,580,Y,0,330,King Fahd International Airport,DMM,Dammam,Saudi Arabia,26.471200942993164,49.79790115356445,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,52.308601,4.76389
AF,137,DMM,2064,KWI,2176,Y,0,332 330,King Fahd International Airport,DMM,Dammam,Saudi Arabia,26.471200942993164,49.79790115356445,Kuwait International Airport,KWI,Kuwait,Kuwait,29.226600646972656,47.96889877319336
AF,137,DOH,11051,AMS,580,Y,0,330,Hamad International Airport,DOH,Doha,Qatar,25.273056,51.608056,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,52.308601,4.76389
AF,137,DOH,11051,MCT,2194,Y,0,330,Hamad International Airport,DOH,Doha,Qatar,25.273056,51.608056,Muscat International Airport,MCT,Muscat,Oman,23.593299865722656,58.284400939941406
AF,137,DOL,1408,LCY,503,Y,0,F50,Deauville-Saint-Gatien Airport,DOL,Deauville,France,49.3652992249,0.154305994511,London City Airport,LCY,London,United Kingdom,51.505299,0.055278
AF,137,DRS,338,LCY,503,Y,0,AR8,Dresden Airport,DRS,Dresden,Germany,51.1328010559082,13.767200469970705,London City Airport,LCY,London,United Kingdom,51.505299,0.055278
AF,137,DSM,3729,ATL,3682,Y,0,CR7 M88 CR9,Des Moines International Airport,DSM,Des Moines,United States,41.53400039672852,-93.66310119628906,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,DTW,3645,ATL,3682,Y,0,M88 73H 320 738 739,Detroit Metropolitan Wayne County Airport,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,DTW,3645,FRA,340,Y,0,764,Detroit Metropolitan Wayne County Airport,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,Frankfurt am Main Airport,FRA,Frankfurt,Germany,50.033333,8.570556
AF,137,DTW,3645,MSY,3861,Y,0,319,Detroit Metropolitan Wayne County Airport,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,Louis Armstrong New Orleans International Airport,MSY,New Orleans,United States,29.99340057373047,-90.25800323486328
AF,137,DUB,599,ATL,3682,Y,0,76W,Dublin Airport,DUB,Dublin,Ireland,53.421299,-6.27007,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,DUB,599,JFK,3797,Y,0,752,Dublin Airport,DUB,Dublin,Ireland,53.421299,-6.27007,John F Kennedy International Airport,JFK,New York,United States,40.63980103,-73.77890015
AF,137,DUB,599,LCY,503,Y,0,AR8,Dublin Airport,DUB,Dublin,Ireland,53.421299,-6.27007,London City Airport,LCY,London,United Kingdom,51.505299,0.055278
AF,137,DUS,345,ATL,3682,Y,0,76W,Düsseldorf Airport,DUS,Duesseldorf,Germany,51.289501,6.766780000000002,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,DUS,345,NTE,1418,Y,0,ER4,Düsseldorf Airport,DUS,Duesseldorf,Germany,51.289501,6.766780000000002,Nantes Atlantique Airport,NTE,Nantes,France,47.15319824220001,-1.61073005199
AF,137,DZA,915,HAH,912,Y,0,73W,Dzaoudzi Pamandzi International Airport,DZA,Dzaoudzi,Mayotte,-12.804699897766113,45.28110122680664,Prince Said Ibrahim International Airport,HAH,Moroni,Comoros,-11.5337,43.2719
AF,137,EBB,1187,AMS,580,Y,0,330,Entebbe International Airport,EBB,Entebbe,Uganda,0.042386,32.443501,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,52.308601,4.76389
AF,137,EBU,1350,BIA,1321,Y,0,AT7,Saint-Étienne-Bouthéon Airport,EBU,St-Etienne,France,45.54059982299805,4.2963900566101065,Bastia-Poretta Airport,BIA,Bastia,France,42.55270004272461,9.48373031616211
AF,137,ECP,7669,ATL,3682,Y,0,717 M88 CR9,Northwest Florida Beaches International Airport,ECP,Panama City,United States,30.357106,-85.79541400000002,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,EDI,535,CWL,488,Y,0,F50,Edinburgh Airport,EDI,Edinburgh,United Kingdom,55.95000076293945,-3.372499942779541,Cardiff International Airport,CWL,Cardiff,United Kingdom,51.39670181274414,-3.343329906463623
AF,137,EGC,1265,EXT,552,Y,0,DH4,Bergerac-Roumanière Airport,EGC,Bergerac,France,44.82529830932617,0.5186110138893127,Exeter International Airport,EXT,Exeter,United Kingdom,50.73440170288086,-3.4138898849487305
AF,137,EGC,1265,SOU,495,Y,0,DH4,Bergerac-Roumanière Airport,EGC,Bergerac,France,44.82529830932617,0.5186110138893127,Southampton Airport,SOU,Southampton,United Kingdom,50.95029830932617,-1.3567999601364136
AF,137,ELP,3559,ATL,3682,Y,0,M88,El Paso International Airport,ELP,El Paso,United States,31.80719948,-106.37799840000002,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,ENH,6358,WUH,3376,Y,0,738,Enshi Airport,ENH,Enshi,China,30.3202991486,109.48500061,Wuhan Tianhe International Airport,WUH,Wuhan,China,30.7838,114.208
AF,137,EVV,4018,ATL,3682,Y,0,CRJ,Evansville Regional Airport,EVV,Evansville,United States,38.0369987488,-87.53240203860001,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,EWN,3730,ATL,3682,Y,0,CRJ,Coastal Carolina Regional Airport,EWN,New Bern,United States,35.0730018616,-77.04290008539998,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,EWR,3494,ATL,3682,Y,0,717 319,Newark Liberty International Airport,EWR,Newark,United States,40.69250106811523,-74.168701171875,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,EWR,3494,CDG,1382,Y,0,76W,Newark Liberty International Airport,EWR,Newark,United States,40.69250106811523,-74.168701171875,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55
AF,137,EXT,552,CDG,1382,Y,0,DH4,Exeter International Airport,EXT,Exeter,United Kingdom,50.73440170288086,-3.4138898849487305,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55
AF,137,EXT,552,EGC,1265,Y,0,DH4,Exeter International Airport,EXT,Exeter,United Kingdom,50.73440170288086,-3.4138898849487305,Bergerac-Roumanière Airport,EGC,Bergerac,France,44.82529830932617,0.5186110138893127
AF,137,EXT,552,RNS,1415,Y,0,DH4,Exeter International Airport,EXT,Exeter,United Kingdom,50.73440170288086,-3.4138898849487305,Rennes-Saint-Jacques Airport,RNS,Rennes,France,48.0694999695,-1.73478996754
AF,137,EYW,3875,ATL,3682,Y,0,73W,Key West International Airport,EYW,Key West,United States,24.556100845336914,-81.75959777832031,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,FAY,5738,ATL,3682,Y,0,CRJ,Fayetteville Regional Grannis Field,FAY,Fayetteville,United States,34.991199493408196,-78.88030242919922,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,FCO,1555,ATL,3682,Y,0,333,Leonardo da Vinci–Fiumicino Airport,FCO,Rome,Italy,41.8002778,12.2388889,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,FCO,1555,BOD,1264,Y,0,E70 E90 CR7,Leonardo da Vinci–Fiumicino Airport,FCO,Rome,Italy,41.8002778,12.2388889,Bordeaux-Mérignac Airport,BOD,Bordeaux,France,44.8283004761,-0.7155560255050001
AF,137,FCO,1555,LCY,503,Y,0,E90,Leonardo da Vinci–Fiumicino Airport,FCO,Rome,Italy,41.8002778,12.2388889,London City Airport,LCY,London,United Kingdom,51.505299,0.055278
AF,137,FCO,1555,MPL,1359,Y,0,E75 E90,Leonardo da Vinci–Fiumicino Airport,FCO,Rome,Italy,41.8002778,12.2388889,Montpellier-Méditerranée Airport,MPL,Montpellier,France,43.57619857788086,3.96301007270813
AF,137,FCO,1555,NCE,1354,Y,0,319 32S E75 321 E90,Leonardo da Vinci–Fiumicino Airport,FCO,Rome,Italy,41.8002778,12.2388889,Nice-Côte d'Azur Airport,NCE,Nice,France,43.658401489300005,7.215869903560001
AF,137,FCO,1555,SXB,1435,Y,0,ER4 CR7,Leonardo da Vinci–Fiumicino Airport,FCO,Rome,Italy,41.8002778,12.2388889,Strasbourg Airport,SXB,Strasbourg,France,48.53829956054688,7.628230094909668
AF,137,FLL,3533,ATL,3682,Y,0,757 M90,Fort Lauderdale Hollywood International Airport,FLL,Fort Lauderdale,United States,26.072599,-80.152702,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,FLR,1563,LCY,503,Y,0,AR8,Peretola Airport,FLR,Florence,Italy,43.810001,11.2051,London City Airport,LCY,London,United Kingdom,51.505299,0.055278
AF,137,FLR,1563,LYS,1335,Y,0,AT5,Peretola Airport,FLR,Florence,Italy,43.810001,11.2051,Lyon Saint-Exupéry Airport,LYS,Lyon,France,45.725556,5.081111
AF,137,FNT,4089,ATL,3682,Y,0,M88,Bishop International Airport,FNT,Flint,United States,42.96540069580078,-83.74359893798828,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,FRA,340,ATL,3682,Y,0,764,Frankfurt am Main Airport,FRA,Frankfurt,Germany,50.033333,8.570556,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,FRA,340,DTW,3645,Y,0,764,Frankfurt am Main Airport,FRA,Frankfurt,Germany,50.033333,8.570556,Detroit Metropolitan Wayne County Airport,DTW,Detroit,United States,42.212398529052734,-83.35340118408203
AF,137,FRA,340,JFK,3797,Y,0,76W,Frankfurt am Main Airport,FRA,Frankfurt,Germany,50.033333,8.570556,John F Kennedy International Airport,JFK,New York,United States,40.63980103,-73.77890015
AF,137,FSC,1323,MRS,1353,Y,0,AT7,Figari Sud-Corse Airport,FSC,Figari,France,41.5005989074707,9.097780227661133,Marseille Provence Airport,MRS,Marseille,France,43.439271921999996,5.22142410278
AF,137,FSC,1323,NCE,1354,Y,0,AT7,Figari Sud-Corse Airport,FSC,Figari,France,41.5005989074707,9.097780227661133,Nice-Côte d'Azur Airport,NCE,Nice,France,43.658401489300005,7.215869903560001
AF,137,FSM,3437,ATL,3682,Y,0,CRJ,Fort Smith Regional Airport,FSM,Fort Smith,United States,35.33660125732422,-94.36740112304688,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,FWA,4041,ATL,3682,Y,0,CRJ,Fort Wayne International Airport,FWA,Fort Wayne,United States,40.97850037,-85.19509888,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,GDL,1804,ATL,3682,Y,0,320,Don Miguel Hidalgo Y Costilla International Airport,GDL,Guadalajara,Mexico,20.521799087524414,-103.31099700927734,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,GIG,2560,CWB,2545,Y,0,73G,Rio Galeão – Tom Jobim International Airport,GIG,Rio De Janeiro,Brazil,-22.809999465900002,-43.2505569458,Afonso Pena Airport,CWB,Curitiba,Brazil,-25.5284996033,-49.175800323500006
AF,137,GLA,534,CWL,488,Y,0,F50,Glasgow International Airport,GLA,Glasgow,United Kingdom,55.8718986511,-4.43306016922,Cardiff International Airport,CWL,Cardiff,United Kingdom,51.39670181274414,-3.343329906463623
AF,137,GNV,3472,ATL,3682,Y,0,CR9 CR7,Gainesville Regional Airport,GNV,Gainesville,United States,29.6900997162,-82.27179718020001,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,GOT,687,LYS,1335,Y,0,ER4,Gothenburg-Landvetter Airport,GOT,Gothenborg,Sweden,57.662799835205,12.279800415039,Lyon Saint-Exupéry Airport,LYS,Lyon,France,45.725556,5.081111
AF,137,GPT,4038,ATL,3682,Y,0,M88 CR7 CRJ,Gulfport Biloxi International Airport,GPT,Gulfport,United States,30.40730094909668,-89.07009887695312,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,GRB,3653,ATL,3682,Y,0,CR9,Austin Straubel International Airport,GRB,Green Bay,United States,44.48509979248047,-88.12960052490234,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,GRK,3775,ATL,3682,Y,0,CR7,Robert Gray  Army Air Field Airport,GRK,Killeen,United States,31.067199706999997,-97.8289031982,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,GRR,3685,ATL,3682,Y,0,717 M88 319 320,Gerald R. Ford International Airport,GRR,Grand Rapids,United States,42.88079834,-85.52279663,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,GSO,4008,ATL,3682,Y,0,CR9 CR7 M88,Piedmont Triad International Airport,GSO,Greensboro,United States,36.097801208496094,-79.93730163574219,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,GSP,4034,ATL,3682,Y,0,M88 CR7 319 717 CRJ,Greenville Spartanburg International Airport,GSP,Greenville,United States,34.895698547399995,-82.2189025879,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,GTR,4273,ATL,3682,Y,0,CRJ,Golden Triangle Regional Airport,GTR,Columbus Mississippi,United States,33.450298309299995,-88.59140014649998,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,GUA,1767,ATL,3682,Y,0,757,La Aurora Airport,GUA,Guatemala City,Guatemala,14.5833,-90.527496,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,United States,33.6367,-84.428101
AF,137,GVA,1665,BIQ,1280,Y,0,CR7,Geneva Cointrin International Airport,GVA,Geneva,Switzerland,46.23809814453125,6.108950138092041,Biarritz-Anglet-Bayonne Airport,BIQ,Biarritz-bayonne,France,43.4683333,-1.5311111000000002
AF,137,GYD,2922,CDG,1382,Y,0,320,Heydar Aliyev International Airport,GYD,Baku,Azerbaijan,40.46749877929688,50.04669952392578,Charles de Gaulle International Airport,CDG,Paris,France,49.012798,2.55
